numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20241230180000;102990;-20;6;180;1.500000;277.350000;276.950000;97;6090;0;mq;mq;mq;mq;mq;mq;mq;mq;102080;mq;mq;-180;277.350000;mq;280.050000;mq;278.250000;mq;mq;3.700000;4.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20241230180000;102960;0;0;180;5.500000;277.950000;277.550000;97;6680;0;mq;mq;100;8;150;mq;mq;mq;102370;mq;mq;-200;277.950000;mq;279.550000;mq;277.850000;mq;mq;7.300000;8.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;180;8;mq;300;mq;mq;mq;mq;mq;mq;
07020;20241230180000;mq;10;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102770;mq;mq;-290;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20241230180000;103040;-10;6;160;2.000000;275.750000;274.850000;94;16130;0;mq;mq;100;8;450;mq;mq;mq;102190;mq;mq;-200;275.550000;mq;279.050000;mq;279.450000;mq;mq;3.500000;6.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;4;mq;390;8;mq;600;mq;mq;mq;mq;mq;mq;
07037;20241230180000;103080;-10;6;170;3.100000;274.750000;274.750000;100;9590;0;mq;mq;100;8;250;mq;mq;mq;101100;mq;mq;-160;274.750000;mq;277.950000;mq;277.950000;mq;mq;4.800000;5.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20241230180000;103210;0;0;180;2.800000;272.950000;272.550000;97;12790;0;mq;mq;100;8;150;mq;mq;mq;101990;mq;mq;-120;272.950000;mq;274.850000;mq;274.650000;mq;mq;4.500000;5.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20241230180000;102970;20;2;160;4.000000;279.550000;278.850000;95;17380;0;mq;mq;mq;1;800;mq;mq;mq;101750;mq;mq;-260;279.550000;mq;281.450000;mq;279.450000;mq;mq;5.400000;6.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.400000;mq;mq;mq;mq;1;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20241230180000;102910;-10;8;180;3.600000;280.450000;280.150000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102190;mq;mq;-300;280.450000;mq;281.350000;mq;mq;mq;mq;5.800000;5.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20241230180000;103070;20;1;230;1.900000;276.450000;275.450000;93;13450;0;mq;mq;100;8;450;mq;mq;mq;102600;mq;mq;-220;275.350000;mq;277.150000;mq;279.150000;mq;mq;2.600000;2.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;540;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20241230180000;103080;-20;8;160;1.100000;275.250000;274.950000;98;4120;10;mq;mq;100;8;150;mq;mq;mq;101250;mq;mq;-240;274.350000;mq;276.150000;mq;279.750000;mq;mq;2.100000;2.100000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;120;8;mq;360;mq;mq;mq;mq;mq;mq;
07149;20241230180000;103190;20;2;220;3.500000;274.150000;272.950000;92;7760;0;mq;mq;100;8;250;mq;mq;mq;102040;mq;mq;-130;274.150000;mq;276.750000;mq;mq;mq;mq;5.900000;5.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20241230180000;103220;0;4;200;2.300000;274.550000;273.550000;93;19930;0;mq;mq;100;8;250;mq;mq;mq;101720;mq;mq;-140;273.450000;mq;274.650000;mq;275.250000;mq;mq;3.500000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20241230180000;103280;10;0;170;1.700000;271.450000;271.050000;97;4120;10;mq;mq;100;8;150;mq;mq;mq;98860;mq;mq;-80;270.850000;mq;272.150000;mq;273.050000;mq;mq;3.000000;3.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20241230180000;103340;30;1;210;2.500000;271.950000;271.550000;97;4150;10;mq;mq;100;8;80;mq;mq;mq;101410;mq;mq;-50;271.850000;mq;272.850000;mq;272.850000;mq;mq;4.000000;4.400000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20241230180000;mq;mq;mq;160;1.900000;279.950000;mq;mq;15000;1;0;mq;50;4;1250;35;mq;mq;mq;mq;mq;mq;277.850000;mq;280.250000;mq;mq;mq;mq;2.600000;2.800000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;4;6;1000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20241230180000;103100;40;1;230;1.000000;275.650000;273.350000;85;34830;0;mq;mq;100;8;450;mq;mq;mq;102770;mq;mq;-160;274.250000;mq;276.950000;mq;276.450000;mq;mq;1.900000;3.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;540;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20241230180000;103130;0;0;140;3.600000;275.750000;275.650000;99;2890;10;mq;mq;100;8;80;mq;mq;mq;101720;mq;mq;-180;275.550000;mq;276.150000;mq;277.950000;mq;mq;4.900000;5.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;1.000000;mq;mq;mq;mq;8;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20241230180000;103240;30;1;160;1.400000;273.550000;273.250000;98;8410;0;mq;mq;mq;mq;mq;mq;mq;mq;101130;mq;mq;-90;273.450000;mq;274.450000;mq;276.850000;mq;mq;3.000000;3.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20241230180000;103300;10;3;150;1.300000;272.350000;272.350000;100;1090;10;mq;mq;100;8;80;mq;mq;mq;100500;mq;mq;-90;272.350000;mq;273.250000;mq;275.750000;mq;mq;2.800000;3.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20241230180000;103320;30;1;100;1.700000;272.750000;271.450000;91;8710;0;mq;mq;100;8;250;mq;mq;mq;99870;mq;mq;-70;271.050000;mq;273.250000;mq;275.350000;mq;mq;3.000000;5.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20241230180000;103140;40;1;130;1.600000;279.650000;277.850000;88;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102850;mq;mq;-90;278.750000;mq;281.050000;mq;mq;mq;mq;2.100000;4.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20241230180000;103160;20;1;140;2.100000;276.550000;276.150000;97;8090;0;mq;mq;100;8;150;mq;mq;mq;101650;mq;mq;-100;275.750000;mq;277.050000;mq;279.650000;mq;mq;4.400000;4.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20241230180000;103210;30;2;350;0.900000;270.750000;270.750000;100;180;49;mq;mq;101;9;30;mq;mq;mq;98130;mq;mq;-60;268.350000;mq;273.450000;mq;273.250000;mq;mq;1.800000;2.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20241230180000;103310;80;3;340;0.600000;270.850000;270.550000;98;140;49;mq;mq;101;9;30;mq;mq;mq;99110;mq;mq;-160;269.250000;mq;271.650000;mq;271.650000;mq;mq;1.700000;2.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20241230180000;mq;70;1;230;2.000000;273.050000;269.150000;75;20000;0;mq;mq;mq;0;mq;mq;mq;mq;93120;92500;886;-90;267.250000;mq;283.350000;mq;268.750000;mq;mq;2.500000;3.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20241230180000;103350;40;1;0;0.000000;270.550000;270.150000;97;200;49;4;4;101;9;mq;62;61;60;100280;mq;mq;-70;270.150000;mq;271.050000;mq;mq;mq;mq;1.000000;2.600000;-10;4;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;9;59;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20241230180000;103150;40;2;60;3.700000;274.950000;274.950000;100;260;45;mq;mq;101;9;30;mq;mq;mq;102540;mq;mq;-70;274.850000;mq;276.850000;mq;276.750000;mq;mq;5.500000;6.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20241230180000;103180;40;3;80;0.800000;272.950000;272.950000;100;160;49;mq;mq;101;9;30;mq;mq;mq;99880;mq;mq;-90;270.250000;mq;273.750000;mq;275.850000;mq;mq;1.700000;2.100000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20241230180000;102890;60;1;120;2.000000;281.150000;268.350000;40;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94440;mq;mq;-50;273.750000;mq;286.050000;mq;270.350000;mq;mq;2.700000;3.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20241230180000;103240;70;3;20;4.300000;272.750000;271.750000;93;6830;0;mq;mq;mq;mq;mq;mq;mq;mq;102290;mq;mq;190;272.250000;mq;273.850000;mq;273.350000;mq;mq;7.100000;8.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20241230180000;mq;120;1;30;3.500000;277.850000;268.250000;50;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92730;92500;894;90;mq;274.650000;mq;285.850000;mq;mq;mq;5.100000;5.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20241230180000;103100;40;2;70;3.300000;276.250000;276.250000;100;390;45;mq;mq;101;9;30;mq;mq;mq;102350;mq;mq;-40;274.250000;mq;276.750000;mq;278.850000;mq;mq;4.800000;4.900000;-10;mq;0.010000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20241230180000;103090;50;3;340;0.800000;274.750000;274.150000;96;240;44;mq;mq;mq;0;mq;mq;mq;mq;98560;mq;mq;-100;269.750000;mq;281.050000;mq;266.750000;mq;mq;1.300000;1.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20241230180000;103090;90;1;0;0.000000;276.050000;273.150000;81;20000;0;mq;mq;0;0;mq;mq;mq;mq;97970;mq;mq;-110;mq;270.250000;mq;285.550000;mq;mq;mq;0.700000;1.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20241230180000;103140;40;3;180;1.100000;275.250000;275.150000;99;190;45;mq;mq;101;9;30;mq;mq;mq;101250;mq;mq;-60;275.250000;mq;275.850000;mq;277.050000;mq;mq;2.100000;2.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20241230180000;103030;80;1;290;1.500000;278.250000;274.950000;79;19000;0;mq;mq;mq;mq;mq;mq;mq;mq;102930;mq;mq;mq;271.950000;mq;284.850000;mq;mq;mq;mq;mq;2.100000;-10;mq;0.000000;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20241230180000;103010;80;1;0;0.000000;279.050000;276.550000;84;4050;10;mq;mq;mq;1;4200;mq;mq;mq;102610;mq;mq;190;272.050000;mq;285.050000;mq;271.050000;mq;mq;0.500000;1.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;4200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20241230180000;mq;mq;mq;60;2.300000;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.500000;3.500000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20241230180000;103000;60;3;320;3.300000;285.150000;281.650000;79;30000;3;2;2;90;7;800;35;mq;mq;102680;mq;mq;220;279.750000;mq;287.850000;mq;278.650000;mq;mq;4.500000;4.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;6;750;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20241230180000;103010;50;1;330;1.500000;282.550000;280.650000;88;40380;0;mq;mq;100;8;450;mq;mq;mq;102470;mq;mq;100;273.650000;mq;285.850000;mq;272.750000;mq;mq;2.200000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20241230180000;103030;70;1;50;3.100000;281.850000;280.250000;90;15850;0;mq;mq;mq;0;mq;mq;mq;mq;102920;mq;mq;140;276.750000;mq;288.750000;mq;275.150000;mq;mq;4.700000;4.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20241230180000;103010;40;2;220;0.800000;282.550000;281.150000;91;6030;0;mq;mq;mq;4;800;mq;mq;mq;102860;mq;mq;210;278.050000;mq;290.250000;mq;279.250000;mq;mq;1.100000;1.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;630;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20241230180000;101300;150;1;270;2.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101250;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;mq;4.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;20241230180000;101330;340;1;50;1.200000;301.450000;297.850000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101220;mq;mq;50;mq;297.750000;mq;303.850000;mq;mq;mq;mq;3.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;15.700000;21.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20241230180000;101240;140;3;170;0.700000;302.450000;297.750000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101170;mq;mq;10;mq;299.750000;mq;305.650000;mq;mq;mq;mq;2.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20241230180000;101440;150;1;70;7.400000;300.950000;298.350000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101350;mq;mq;0;mq;300.350000;mq;305.950000;mq;mq;mq;mq;11.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20241230180000;101630;130;3;140;3.700000;298.950000;294.650000;77;60000;0;mq;mq;mq;1;1750;mq;mq;mq;101480;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;5.400000;5.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;7.300000;mq;mq;mq;mq;1;mq;1800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20241230180000;101170;150;8;320;12.700000;291.750000;290.750000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100830;mq;mq;-800;mq;289.250000;mq;294.950000;mq;mq;mq;mq;17.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20241230180000;101670;100;1;250;9.100000;277.350000;273.450000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99870;mq;mq;380;mq;276.550000;mq;281.850000;mq;mq;mq;mq;14.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20241230180000;100010;-50;8;300;7.700000;276.550000;273.550000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99640;mq;mq;mq;mq;mq;282.350000;mq;mq;mq;mq;mq;10.300000;-10;mq;mq;mq;mq;0.000000;mq;mq;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20241230180000;101330;190;3;10;1.900000;300.850000;297.050000;80;11650;0;mq;mq;mq;0;mq;mq;mq;mq;101250;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;2.600000;4.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20241230180000;102230;-90;5;120;5.600000;275.950000;273.850000;86;59750;0;mq;mq;100;8;450;mq;mq;mq;102140;mq;mq;0;274.550000;mq;276.550000;mq;275.050000;mq;mq;8.500000;9.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20241230180000;mq;180;6;70;2.700000;301.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100940;mq;mq;10;mq;296.350000;mq;302.550000;mq;mq;mq;mq;mq;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20241230180000;101250;-210;7;360;1.700000;302.150000;290.950000;51;55230;mq;mq;mq;mq;mq;mq;mq;mq;mq;101160;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20241230180000;101180;-230;8;80;4.900000;301.450000;291.250000;54;41410;0;mq;mq;mq;1;7440;mq;mq;mq;101090;mq;mq;-40;303.050000;mq;303.050000;mq;mq;mq;mq;8.200000;9.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;mq;7440;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20241230180000;100990;mq;mq;350;1.500000;298.850000;297.950000;95;7000;60;mq;mq;100;mq;150;mq;mq;mq;100900;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.000000;8.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20241230180000;100930;280;8;10;2.700000;299.050000;297.450000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100850;mq;mq;0;mq;296.950000;mq;302.750000;mq;mq;mq;4.000000;7.500000;-10;mq;mq;mq;mq;1.600000;2.800000;2.800000;5.600000;5.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20241230180000;100870;330;8;60;1.200000;304.350000;296.950000;65;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99680;mq;mq;-110;mq;295.950000;mq;304.550000;mq;mq;mq;2.100000;2.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20241230180000;97180;-420;6;120;20.600000;271.750000;270.050000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;96660;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;33.400000;37.600000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
